,complaint_date,offense,borough,category,victim_age_group,victim_sex
3565,2023-01-10,POSSESSION OF STOLEN PROPERTY,BROOKLYN,FELONY,UNKNOWN,E
3566,2023-01-21,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
3567,2023-01-09,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3568,2023-01-03,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,<18,F
3569,2023-01-02,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3570,2023-01-21,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3571,2023-01-14,FORGERY,MANHATTAN,FELONY,UNKNOWN,E
3572,2023-01-09,HARRASSMENT 2,MANHATTAN,VIOLATION,<18,F
3573,2023-01-29,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
3574,2023-01-12,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3575,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,25-44,F
3576,2023-01-16,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3577,2023-01-06,HARRASSMENT 2,MANHATTAN,VIOLATION,18-24,F
3578,2023-01-05,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
3579,2023-01-12,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,<18,F
3580,2023-01-26,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3581,2023-01-20,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3582,2023-01-30,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3583,2023-01-18,POSSESSION OF STOLEN PROPERTY,MANHATTAN,MISDEMEANOR,25-44,F
3584,2023-01-09,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
3585,2023-01-04,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
3586,2023-01-08,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3587,2023-01-11,DANGEROUS DRUGS,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3588,2023-01-15,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,18-24,F
3589,2023-01-27,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
3590,2023-01-25,DANGEROUS WEAPONS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3591,2023-01-27,GRAND LARCENY,BROOKLYN,FELONY,25-44,F
3592,2023-01-16,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
3593,2023-01-21,OFFENSES AGAINST PUBLIC ADMINI,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3594,2023-01-29,GRAND LARCENY,MANHATTAN,FELONY,18-24,F
3595,2023-01-12,OFFENSES AGAINST PUBLIC ADMINI,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3596,2023-01-22,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3597,2023-01-08,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3598,2023-01-15,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
3599,2023-01-23,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3600,2023-01-16,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3601,2023-01-25,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3602,2023-01-12,PETIT LARCENY,(null),MISDEMEANOR,25-44,F
3603,2023-01-31,BURGLARY,BROOKLYN,FELONY,25-44,M
3604,2023-01-20,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
3605,2023-01-02,THEFT-FRAUD,MANHATTAN,FELONY,25-44,F
3606,2023-01-27,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
3607,2023-01-23,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
3608,2023-01-17,DANGEROUS DRUGS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3609,2023-01-21,FELONY ASSAULT,BROOKLYN,FELONY,25-44,M
3610,2023-01-20,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,F
3611,2023-01-07,FELONY ASSAULT,BROOKLYN,FELONY,25-44,L
3612,2023-01-05,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,FELONY,25-44,M
3613,2023-01-28,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3614,2023-01-25,THEFT-FRAUD,MANHATTAN,FELONY,UNKNOWN,D
3615,2023-01-13,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3616,2023-01-14,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3617,2023-01-31,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,25-44,F
3618,2023-01-27,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,M
3619,2023-01-05,OFFENSES AGAINST PUBLIC ADMINI,MANHATTAN,MISDEMEANOR,25-44,M
3620,2023-01-16,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
3621,2023-01-10,GRAND LARCENY,MANHATTAN,FELONY,45-64,M
3622,2023-01-04,HARRASSMENT 2,MANHATTAN,VIOLATION,UNKNOWN,M
3623,2023-01-25,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
3624,2023-01-13,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3625,2023-01-26,ROBBERY,MANHATTAN,FELONY,25-44,M
3626,2023-01-10,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3627,2023-01-08,HARRASSMENT 2,BROOKLYN,VIOLATION,65+,M
3628,2023-01-18,GRAND LARCENY,BROOKLYN,FELONY,65+,M
3629,2023-01-26,FELONY ASSAULT,BROOKLYN,FELONY,18-24,F
3630,2023-01-08,ROBBERY,MANHATTAN,FELONY,25-44,F
3631,2023-01-11,DANGEROUS DRUGS,MANHATTAN,FELONY,UNKNOWN,E
3632,2023-01-16,FORGERY,MANHATTAN,FELONY,UNKNOWN,E
3633,2023-01-26,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3634,2023-01-16,GRAND LARCENY,MANHATTAN,FELONY,18-24,F
3635,2023-01-25,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3636,2023-01-05,FRAUDS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3637,2023-01-04,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3638,2023-01-22,DANGEROUS DRUGS,BROOKLYN,FELONY,UNKNOWN,E
3639,2023-01-16,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
3640,2023-01-15,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3641,2023-01-15,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3642,2023-01-02,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,UNKNOWN,D
3643,2023-01-25,DANGEROUS DRUGS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3644,2023-01-18,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
3645,2023-01-22,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
3646,2023-01-05,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,65+,M
3647,2023-01-30,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3648,2023-01-07,GRAND LARCENY,MANHATTAN,FELONY,18-24,F
3649,2023-01-14,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
3650,2023-01-13,THEFT-FRAUD,MANHATTAN,FELONY,25-44,F
3651,2023-01-01,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
3652,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3653,2023-01-12,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3654,2023-01-30,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,UNKNOWN,M
3655,2023-01-23,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3656,2023-01-01,GRAND LARCENY,MANHATTAN,FELONY,18-24,M
3657,2023-01-21,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,M
3658,2023-01-12,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3659,2023-01-11,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3660,2023-01-13,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,25-44,F
3661,2023-01-09,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,UNKNOWN,D
3662,2023-01-16,GRAND LARCENY,MANHATTAN,FELONY,45-64,F
3663,2023-01-30,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3664,2023-01-01,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3665,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
3666,2023-01-18,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
3667,2023-01-10,PETIT LARCENY,(null),MISDEMEANOR,18-24,D
3668,2023-01-09,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,FELONY,25-44,M
3669,2023-01-23,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,UNKNOWN,D
3670,2023-01-13,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
3671,2023-01-05,PETIT LARCENY,(null),MISDEMEANOR,25-44,F
3672,2023-01-10,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,FELONY,25-44,M
3673,2023-01-23,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3674,2023-01-08,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,FELONY,25-44,F
3675,2023-01-26,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,F
3676,2023-01-16,SEX CRIMES,BROOKLYN,FELONY,<18,F
3677,2023-01-27,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,FELONY,45-64,M
3678,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,FELONY,25-44,M
3679,2023-01-01,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3680,2023-01-13,HARRASSMENT 2,BROOKLYN,VIOLATION,18-24,M
3681,2023-01-03,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,F
3682,2023-01-05,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3683,2023-01-04,DANGEROUS DRUGS,MANHATTAN,FELONY,UNKNOWN,E
3684,2023-01-04,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,M
3685,2023-01-07,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3686,2023-01-02,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3687,2023-01-25,PETIT LARCENY,MANHATTAN,MISDEMEANOR,45-64,F
3688,2023-01-09,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,45-64,M
3689,2023-01-31,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3690,2023-01-27,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3691,2023-01-10,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,45-64,F
3692,2023-01-02,CRIMINAL TRESPASS,BROOKLYN,MISDEMEANOR,45-64,M
3693,2023-01-23,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,45-64,F
3694,2023-01-07,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3695,2023-01-22,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
3696,2023-01-12,OFFENSES AGAINST PUBLIC ADMINI,MANHATTAN,MISDEMEANOR,25-44,F
3697,2023-01-04,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3698,2023-01-06,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,<18,M
3699,2023-01-18,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3700,2023-01-10,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3701,2023-01-29,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,M
3702,2023-01-14,PETIT LARCENY,MANHATTAN,MISDEMEANOR,45-64,M
3703,2023-01-21,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
3704,2023-01-18,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3705,2023-01-15,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
3706,2023-01-01,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3707,2023-01-23,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3708,2023-01-21,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
3709,2023-01-12,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,M
3710,2023-01-08,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3711,2023-01-11,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,25-44,F
3712,2023-01-30,MISCELLANEOUS PENAL LAW,MANHATTAN,FELONY,25-44,L
3713,2023-01-14,SEX CRIMES,MANHATTAN,MISDEMEANOR,25-44,F
3714,2023-01-08,FELONY ASSAULT,MANHATTAN,FELONY,25-44,L
3715,2023-01-23,MISCELLANEOUS PENAL LAW,MANHATTAN,VIOLATION,UNKNOWN,D
3716,2023-01-22,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3717,2023-01-01,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
3718,2023-01-04,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3719,2023-01-03,FELONY ASSAULT,MANHATTAN,FELONY,25-44,F
3720,2023-01-01,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
3721,2023-01-14,BURGLARY,BROOKLYN,FELONY,45-64,F
3722,2023-01-20,GRAND LARCENY,BROOKLYN,FELONY,25-44,F
3723,2023-01-28,VEHICLE AND TRAFFIC LAWS,MANHATTAN,MISDEMEANOR,25-44,M
3724,2023-01-02,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3725,2023-01-16,FRAUDS,MANHATTAN,MISDEMEANOR,65+,F
3726,2023-01-20,OFFENSES INVOLVING FRAUD,MANHATTAN,MISDEMEANOR,45-64,M
3727,2023-01-19,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
3728,2023-01-01,FORGERY,MANHATTAN,FELONY,25-44,M
3729,2023-01-16,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,25-44,M
3730,2023-01-10,FORGERY,BROOKLYN,FELONY,UNKNOWN,D
3731,2023-01-18,DANGEROUS DRUGS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3732,2023-01-04,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,UNKNOWN,D
3733,2023-01-15,FRAUDS,BROOKLYN,MISDEMEANOR,25-44,M
3734,2023-01-29,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,18-24,F
3735,2023-01-15,GRAND LARCENY,BROOKLYN,FELONY,25-44,M
3736,2023-01-20,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
3737,2023-01-07,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
3738,2023-01-24,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
3739,2023-01-29,GRAND LARCENY,MANHATTAN,FELONY,18-24,M
3740,2023-01-03,PETIT LARCENY,BROOKLYN,MISDEMEANOR,65+,M
3741,2023-01-01,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3742,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
3743,2023-01-31,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
3744,2023-01-27,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3745,2023-01-19,GRAND LARCENY,BROOKLYN,FELONY,45-64,F
3746,2023-01-29,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,18-24,F
3747,2023-01-10,GRAND LARCENY,MANHATTAN,FELONY,18-24,F
3748,2023-01-21,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
3749,2023-01-13,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3750,2023-01-13,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,M
3751,2023-01-12,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
3752,2023-01-24,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,FELONY,25-44,M
3753,2023-01-27,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
3754,2023-01-04,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
3755,2023-01-08,GRAND LARCENY,MANHATTAN,FELONY,18-24,F
3756,2023-01-15,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3757,2023-01-03,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,UNKNOWN,M
3758,2023-01-13,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
3759,2023-01-08,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,45-64,F
3760,2023-01-16,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
3761,2023-01-27,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3762,2023-01-19,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
3763,2023-01-05,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
3764,2023-01-25,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
3765,2023-01-15,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3766,2023-01-20,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,M
3767,2023-01-01,SEX CRIMES,MANHATTAN,MISDEMEANOR,<18,F
3768,2023-01-22,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
3769,2023-01-16,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
3770,2023-01-03,GRAND LARCENY,BROOKLYN,FELONY,45-64,F
3771,2023-01-25,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3772,2023-01-08,SEX CRIMES,BROOKLYN,MISDEMEANOR,45-64,F
3773,2023-01-27,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
3774,2023-01-28,PETIT LARCENY,MANHATTAN,MISDEMEANOR,18-24,F
3775,2023-01-16,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
3776,2023-01-19,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3777,2023-01-19,HARRASSMENT 2,BROOKLYN,VIOLATION,<18,F
3778,2023-01-23,GRAND LARCENY,BROOKLYN,FELONY,45-64,M
3779,2023-01-10,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3780,2023-01-24,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3781,2023-01-20,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,45-64,M
3782,2023-01-20,POSSESSION OF STOLEN PROPERTY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3783,2023-01-01,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,UNKNOWN,D
3784,2023-01-14,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,25-44,M
3785,2023-01-19,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,45-64,M
3786,2023-01-18,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
3787,2023-01-08,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
3788,2023-01-18,SEX CRIMES,BROOKLYN,FELONY,<18,F
3789,2023-01-13,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3790,2023-01-15,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
3791,2023-01-18,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3792,2023-01-29,BURGLARY,MANHATTAN,FELONY,18-24,M
3793,2023-01-01,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
3794,2023-01-13,FELONY ASSAULT,BROOKLYN,FELONY,UNKNOWN,M
3795,2023-01-27,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,18-24,M
3796,2023-01-05,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3797,2023-01-22,DANGEROUS WEAPONS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3798,2023-01-10,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3799,2023-01-24,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
3800,2023-01-20,CRIMINAL TRESPASS,MANHATTAN,MISDEMEANOR,65+,F
3801,2023-01-31,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
3802,2023-01-30,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
3803,2023-01-02,FELONY ASSAULT,BROOKLYN,FELONY,45-64,M
3804,2023-01-25,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3805,2023-01-22,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3806,2023-01-05,SEX CRIMES,BROOKLYN,FELONY,<18,F
3807,2023-01-25,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3808,2023-01-11,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,M
3809,2023-01-07,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,45-64,F
3810,2023-01-20,FRAUDS,MANHATTAN,MISDEMEANOR,65+,F
3811,2023-01-14,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
3812,2023-01-15,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3813,2023-01-13,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3814,2023-01-07,FELONY ASSAULT,BROOKLYN,FELONY,25-44,L
3815,2023-01-22,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,FELONY,45-64,M
3816,2023-01-14,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
3817,2023-01-27,HARRASSMENT 2,BROOKLYN,VIOLATION,18-24,F
3818,2023-01-04,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3819,2023-01-20,ROBBERY,BROOKLYN,FELONY,65+,M
3820,2023-01-03,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,M
3821,2023-01-15,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3822,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3823,2023-01-24,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3824,2023-01-23,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,45-64,F
3825,2023-01-11,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,25-44,M
3826,2023-01-14,FORGERY,BROOKLYN,FELONY,UNKNOWN,E
3827,2023-01-22,HARRASSMENT 2,MANHATTAN,VIOLATION,18-24,F
3828,2023-01-23,GRAND LARCENY,BROOKLYN,FELONY,25-44,M
3829,2023-01-18,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
3830,2023-01-08,OFFENSES AGAINST PUBLIC ADMINI,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3831,2023-01-03,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,25-44,L
3832,2023-01-20,OFFENSES AGAINST PUBLIC ADMINI,MANHATTAN,MISDEMEANOR,45-64,F
3833,2023-01-07,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3834,2023-01-30,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,45-64,M
3835,2023-01-09,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
3836,2023-01-27,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3837,2023-01-09,PETIT LARCENY,BROOKLYN,MISDEMEANOR,65+,M
3838,2023-01-01,HARRASSMENT 2,MANHATTAN,VIOLATION,UNKNOWN,D
3839,2023-01-09,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3840,2023-01-12,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
3841,2023-01-15,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,UNKNOWN,M
3842,2023-01-09,ADMINISTRATIVE CODE,BROOKLYN,MISDEMEANOR,25-44,F
3843,2023-01-06,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3844,2023-01-02,ROBBERY,MANHATTAN,FELONY,45-64,M
3845,2023-01-02,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3846,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,65+,F
3847,2023-01-04,DANGEROUS DRUGS,BROOKLYN,FELONY,UNKNOWN,E
3848,2023-01-17,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
3849,2023-01-02,HARRASSMENT 2,BROOKLYN,VIOLATION,65+,M
3850,2023-01-10,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,UNKNOWN,E
3851,2023-01-21,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,45-64,M
3852,2023-01-24,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,45-64,F
3853,2023-01-25,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3854,2023-01-17,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,UNKNOWN,D
3855,2023-01-23,BURGLARY,MANHATTAN,FELONY,18-24,M
3856,2023-01-12,FELONY ASSAULT,BROOKLYN,FELONY,65+,F
3857,2023-01-14,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,45-64,M
3858,2023-01-31,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3859,2023-01-27,GRAND LARCENY,BROOKLYN,FELONY,25-44,M
3860,2023-01-03,HARRASSMENT 2,BROOKLYN,VIOLATION,65+,F
3861,2023-01-23,GRAND LARCENY,BROOKLYN,FELONY,25-44,M
3862,2023-01-05,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,25-44,F
3863,2023-01-10,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
