,complaint_date,offense,borough,category,victim_age_group,victim_sex
17266,2023-01-04,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,18-24,F
17267,2023-01-23,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
17268,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
17269,2023-01-29,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,25-44,F
17270,2023-01-08,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
17271,2023-01-27,GRAND LARCENY,BROOKLYN,FELONY,18-24,M
17272,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
17273,2023-01-21,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
17274,2023-01-10,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17275,2023-01-12,OFFENSES INVOLVING FRAUD,MANHATTAN,MISDEMEANOR,25-44,L
17276,2023-01-11,SEX CRIMES,BROOKLYN,MISDEMEANOR,<18,M
17277,2023-01-01,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
17278,2023-01-20,DANGEROUS DRUGS,MANHATTAN,FELONY,UNKNOWN,E
17279,2023-01-24,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
17280,2023-01-09,DANGEROUS WEAPONS,MANHATTAN,FELONY,UNKNOWN,E
17281,2023-01-21,GRAND LARCENY OF MOTOR VEHICLE,MANHATTAN,FELONY,25-44,M
17282,2023-01-20,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
17283,2023-01-20,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17284,2023-01-17,MISCELLANEOUS PENAL LAW,MANHATTAN,FELONY,UNKNOWN,M
17285,2023-01-25,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17286,2023-01-23,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
17287,2023-01-11,HARRASSMENT 2,BROOKLYN,VIOLATION,<18,F
17288,2023-01-30,HARRASSMENT 2,BROOKLYN,VIOLATION,18-24,F
17289,2023-01-21,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,18-24,F
17290,2023-01-24,HARRASSMENT 2,BROOKLYN,VIOLATION,65+,F
17291,2023-01-06,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
17292,2023-01-07,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
17293,2023-01-18,RAPE,BROOKLYN,FELONY,<18,F
17294,2023-01-12,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
17295,2023-01-24,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
17296,2023-01-18,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,25-44,M
17297,2023-01-29,OFFENSES INVOLVING FRAUD,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17298,2023-01-04,PETIT LARCENY,BROOKLYN,MISDEMEANOR,18-24,D
17299,2023-01-21,FELONY ASSAULT,MANHATTAN,FELONY,25-44,M
17300,2023-01-23,HARRASSMENT 2,MANHATTAN,VIOLATION,65+,M
17301,2023-01-04,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17302,2023-01-17,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17303,2023-01-05,POSSESSION OF STOLEN PROPERTY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
17304,2023-01-07,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
17305,2023-01-18,DANGEROUS WEAPONS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17306,2023-01-31,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,M
17307,2023-01-13,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
17308,2023-01-25,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17309,2023-01-01,FELONY ASSAULT,BROOKLYN,FELONY,25-44,F
17310,2023-01-27,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17311,2023-01-06,HARRASSMENT 2,QUEENS,VIOLATION,18-24,F
17312,2023-01-18,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
17313,2023-01-24,FORGERY,MANHATTAN,FELONY,UNKNOWN,E
17314,2023-01-07,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
17315,2023-01-17,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,18-24,F
17316,2023-01-14,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17317,2023-01-02,HARRASSMENT 2,MANHATTAN,VIOLATION,18-24,M
17318,2023-01-11,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17319,2023-01-05,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
17320,2023-01-26,OTHER OFFENSES RELATED TO THEF,BROOKLYN,MISDEMEANOR,UNKNOWN,D
17321,2023-01-16,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,18-24,M
17322,2023-01-18,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17323,2023-01-10,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,45-64,F
17324,2023-01-01,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,UNKNOWN,D
17325,2023-01-18,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
17326,2023-01-20,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
17327,2023-01-04,BURGLARY,QUEENS,FELONY,25-44,M
17328,2023-01-27,GRAND LARCENY,BROOKLYN,FELONY,25-44,F
17329,2023-01-31,FELONY ASSAULT,QUEENS,FELONY,25-44,M
17330,2023-01-19,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
17331,2023-01-08,HARRASSMENT 2,MANHATTAN,VIOLATION,UNKNOWN,D
17332,2023-01-31,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,45-64,F
17333,2023-01-09,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
17334,2023-01-11,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,25-44,F
17335,2023-01-19,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,F
17336,2023-01-05,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,FELONY,25-44,M
17337,2023-01-23,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,M
17338,2023-01-28,BURGLARY,BROOKLYN,FELONY,UNKNOWN,D
17339,2023-01-11,PETIT LARCENY,BROOKLYN,MISDEMEANOR,18-24,D
17340,2023-01-29,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
17341,2023-01-17,DANGEROUS WEAPONS,BROOKLYN,FELONY,UNKNOWN,E
17342,2023-01-05,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17343,2023-01-28,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
17344,2023-01-24,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17345,2023-01-01,GRAND LARCENY OF MOTOR VEHICLE,MANHATTAN,FELONY,18-24,M
17346,2023-01-24,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
17347,2023-01-29,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
17348,2023-01-09,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,F
17349,2023-01-13,DANGEROUS DRUGS,BROOKLYN,FELONY,UNKNOWN,E
17350,2023-01-28,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,45-64,F
17351,2023-01-26,PETIT LARCENY,MANHATTAN,MISDEMEANOR,18-24,M
17352,2023-01-23,FELONY ASSAULT,BROOKLYN,FELONY,65+,M
17353,2023-01-19,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,F
17354,2023-01-28,GRAND LARCENY,BROOKLYN,FELONY,25-44,F
17355,2023-01-16,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,25-44,F
17356,2023-01-28,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
17357,2023-01-21,FELONY ASSAULT,MANHATTAN,FELONY,25-44,F
17358,2023-01-18,GRAND LARCENY,BROOKLYN,FELONY,45-64,M
17359,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,25-44,F
17360,2023-01-15,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
17361,2023-01-04,HARRASSMENT 2,MANHATTAN,VIOLATION,UNKNOWN,M
17362,2023-01-16,MISCELLANEOUS PENAL LAW,MANHATTAN,FELONY,18-24,F
17363,2023-01-25,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
17364,2023-01-05,PETIT LARCENY OF MOTOR VEHICLE,BROOKLYN,MISDEMEANOR,25-44,M
17365,2023-01-09,FELONY ASSAULT,BROOKLYN,FELONY,25-44,M
17366,2023-01-10,GRAND LARCENY OF MOTOR VEHICLE,MANHATTAN,FELONY,25-44,M
17367,2023-01-08,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,25-44,F
17368,2023-01-15,FELONY ASSAULT,BROOKLYN,FELONY,25-44,F
17369,2023-01-21,FELONY ASSAULT,MANHATTAN,FELONY,65+,M
17370,2023-01-07,DANGEROUS WEAPONS,MANHATTAN,FELONY,UNKNOWN,E
17371,2023-01-19,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
17372,2023-01-02,PETIT LARCENY,BROOKLYN,MISDEMEANOR,65+,F
17373,2023-01-10,FRAUDS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17374,2023-01-27,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
17375,2023-01-13,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,25-44,F
17376,2023-01-06,HARRASSMENT 2,MANHATTAN,VIOLATION,<18,F
17377,2023-01-08,FELONY ASSAULT,BROOKLYN,FELONY,25-44,M
17378,2023-01-20,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
17379,2023-01-13,DANGEROUS DRUGS,MANHATTAN,FELONY,UNKNOWN,E
17380,2023-01-21,ROBBERY,MANHATTAN,FELONY,25-44,F
17381,2023-01-04,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,45-64,F
17382,2023-01-21,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
17383,2023-01-25,GRAND LARCENY,MANHATTAN,FELONY,45-64,F
17384,2023-01-29,PETIT LARCENY,(null),MISDEMEANOR,25-44,M
17385,2023-01-04,GRAND LARCENY,MANHATTAN,FELONY,65+,F
17386,2023-01-19,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17387,2023-01-18,FELONY ASSAULT,MANHATTAN,FELONY,<18,F
17388,2023-01-27,FELONY ASSAULT,MANHATTAN,FELONY,25-44,F
17389,2023-01-08,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,M
17390,2023-01-02,GRAND LARCENY,MANHATTAN,FELONY,65+,F
17391,2023-01-30,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
17392,2023-01-20,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
17393,2023-01-14,FELONY ASSAULT,MANHATTAN,FELONY,25-44,M
17394,2023-01-29,ROBBERY,MANHATTAN,FELONY,25-44,M
17395,2023-01-14,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
17396,2023-01-13,GRAND LARCENY,BROOKLYN,FELONY,UNKNOWN,D
17397,2023-01-02,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,18-24,M
17398,2023-01-28,DANGEROUS WEAPONS,MANHATTAN,FELONY,45-64,F
17399,2023-01-26,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
17400,2023-01-19,DANGEROUS WEAPONS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17401,2023-01-28,GRAND LARCENY,MANHATTAN,FELONY,18-24,M
17402,2023-01-19,MISCELLANEOUS PENAL LAW,MANHATTAN,FELONY,45-64,F
17403,2023-01-28,SEX CRIMES,MANHATTAN,MISDEMEANOR,25-44,F
17404,2023-01-09,FELONY ASSAULT,MANHATTAN,FELONY,25-44,M
17405,2023-01-24,FORGERY,QUEENS,FELONY,UNKNOWN,E
17406,2023-01-12,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
17407,2023-01-01,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,45-64,F
17408,2023-01-16,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,25-44,F
17409,2023-01-27,GRAND LARCENY OF MOTOR VEHICLE,MANHATTAN,FELONY,25-44,F
17410,2023-01-12,HARRASSMENT 2,MANHATTAN,VIOLATION,65+,M
17411,2023-01-26,BURGLARY,BROOKLYN,FELONY,45-64,M
17412,2023-01-28,ROBBERY,MANHATTAN,FELONY,UNKNOWN,D
17413,2023-01-04,OTHER OFFENSES RELATED TO THEF,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17414,2023-01-10,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,M
17415,2023-01-15,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
17416,2023-01-27,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17417,2023-01-13,PETIT LARCENY,(null),MISDEMEANOR,25-44,F
17418,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
17419,2023-01-07,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,45-64,F
17420,2023-01-09,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,25-44,M
17421,2023-01-01,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,F
17422,2023-01-05,HARRASSMENT 2,MANHATTAN,VIOLATION,<18,F
17423,2023-01-27,HARRASSMENT 2,BROOKLYN,VIOLATION,65+,M
17424,2023-01-10,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
17425,2023-01-13,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
17426,2023-01-21,MISCELLANEOUS PENAL LAW,MANHATTAN,FELONY,25-44,F
17427,2023-01-22,HARRASSMENT 2,MANHATTAN,VIOLATION,<18,F
17428,2023-01-25,OFFENSES AGAINST PUBLIC ADMINI,BROOKLYN,MISDEMEANOR,UNKNOWN,E
17429,2023-01-17,FRAUDS,BROOKLYN,MISDEMEANOR,25-44,M
17430,2023-01-05,DANGEROUS DRUGS,QUEENS,FELONY,UNKNOWN,E
17431,2023-01-27,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
17432,2023-01-23,VEHICLE AND TRAFFIC LAWS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17433,2023-01-05,DANGEROUS DRUGS,MANHATTAN,FELONY,UNKNOWN,E
17434,2023-01-14,HARRASSMENT 2,MANHATTAN,VIOLATION,<18,M
17435,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17436,2023-01-12,HARRASSMENT 2,MANHATTAN,VIOLATION,18-24,M
17437,2023-01-07,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,45-64,M
17438,2023-01-24,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,M
17439,2023-01-02,PETIT LARCENY,MANHATTAN,MISDEMEANOR,45-64,M
17440,2023-01-26,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
17441,2023-01-26,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,<18,M
17442,2023-01-24,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
17443,2023-01-10,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
17444,2023-01-31,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,FELONY,45-64,M
17445,2023-01-15,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17446,2023-01-14,FELONY ASSAULT,MANHATTAN,FELONY,18-24,F
17447,2023-01-08,PETIT LARCENY,BROOKLYN,MISDEMEANOR,18-24,M
17448,2023-01-10,BURGLARY,BROOKLYN,FELONY,45-64,F
17449,2023-01-18,GRAND LARCENY OF MOTOR VEHICLE,MANHATTAN,FELONY,45-64,M
17450,2023-01-15,GRAND LARCENY,BROOKLYN,FELONY,25-44,M
17451,2023-01-26,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,M
17452,2023-01-20,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
17453,2023-01-12,CRIMINAL TRESPASS,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17454,2023-01-18,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17455,2023-01-16,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,45-64,M
17456,2023-01-30,MISCELLANEOUS PENAL LAW,MANHATTAN,FELONY,UNKNOWN,E
17457,2023-01-07,BURGLARY,MANHATTAN,FELONY,25-44,D
17458,2023-01-20,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,25-44,F
17459,2023-01-16,PETIT LARCENY,BROOKLYN,MISDEMEANOR,18-24,D
17460,2023-01-15,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,F
17461,2023-01-23,GRAND LARCENY OF MOTOR VEHICLE,MANHATTAN,FELONY,25-44,F
17462,2023-01-12,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
17463,2023-01-21,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
17464,2023-01-24,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17465,2023-01-08,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
17466,2023-01-30,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,18-24,F
17467,2023-01-30,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
17468,2023-01-10,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17469,2023-01-13,BURGLARY,BROOKLYN,FELONY,65+,F
17470,2023-01-12,THEFT OF SERVICES,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17471,2023-01-14,SEX CRIMES,MANHATTAN,MISDEMEANOR,18-24,F
17472,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,45-64,M
17473,2023-01-11,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
17474,2023-01-19,THEFT-FRAUD,BROOKLYN,FELONY,45-64,M
17475,2023-01-24,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
17476,2023-01-23,SEX CRIMES,BROOKLYN,MISDEMEANOR,25-44,F
17477,2023-01-26,BURGLARY,BROOKLYN,FELONY,65+,F
17478,2023-01-03,SEX CRIMES,BROOKLYN,FELONY,45-64,M
17479,2023-01-10,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,45-64,M
17480,2023-01-20,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
17481,2023-01-02,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17482,2023-01-31,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
17483,2023-01-03,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,FELONY,45-64,M
17484,2023-01-10,FELONY ASSAULT,BROOKLYN,FELONY,25-44,M
17485,2023-01-23,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17486,2023-01-24,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,25-44,F
17487,2023-01-05,GRAND LARCENY,BROOKLYN,FELONY,65+,F
17488,2023-01-01,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,25-44,F
17489,2023-01-22,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,18-24,M
17490,2023-01-14,BURGLARY,MANHATTAN,FELONY,45-64,F
17491,2023-01-31,POSSESSION OF STOLEN PROPERTY,BROOKLYN,MISDEMEANOR,65+,F
17492,2023-01-24,MISCELLANEOUS PENAL LAW,MANHATTAN,FELONY,UNKNOWN,M
17493,2023-01-15,ROBBERY,BROOKLYN,FELONY,25-44,M
17494,2023-01-13,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,25-44,L
17495,2023-01-31,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17496,2023-01-13,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
17497,2023-01-01,CRIMINAL TRESPASS,QUEENS,MISDEMEANOR,25-44,M
17498,2023-01-24,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,45-64,F
17499,2023-01-14,THEFT-FRAUD,BROOKLYN,FELONY,UNKNOWN,E
17500,2023-01-27,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,UNKNOWN,D
17501,2023-01-08,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
17502,2023-01-30,HARRASSMENT 2,MANHATTAN,VIOLATION,65+,M
17503,2023-01-14,FELONY ASSAULT,BROOKLYN,FELONY,45-64,F
17504,2023-01-17,PETIT LARCENY,BROOKLYN,MISDEMEANOR,18-24,D
17505,2023-01-26,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,25-44,M
17506,2023-01-10,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
17507,2023-01-24,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,25-44,F
17508,2023-01-23,GRAND LARCENY,MANHATTAN,FELONY,45-64,F
17509,2023-01-09,DANGEROUS DRUGS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
17510,2023-01-21,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,45-64,F
17511,2023-01-16,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17512,2023-01-23,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,18-24,M
17513,2023-01-20,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
17514,2023-01-24,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
17515,2023-01-31,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,18-24,M
17516,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,18-24,M
17517,2023-01-22,PETIT LARCENY,MANHATTAN,MISDEMEANOR,65+,M
17518,2023-01-17,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
17519,2023-01-09,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,45-64,F
17520,2023-01-01,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
17521,2023-01-03,FELONY ASSAULT,BROOKLYN,FELONY,25-44,F
17522,2023-01-17,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,25-44,M
17523,2023-01-11,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,FELONY,18-24,F
17524,2023-01-04,FELONY ASSAULT,MANHATTAN,FELONY,25-44,F
17525,2023-01-23,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,M
17526,2023-01-06,ADMINISTRATIVE CODE,BROOKLYN,VIOLATION,UNKNOWN,E
17527,2023-01-23,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
17528,2023-01-11,DANGEROUS DRUGS,MANHATTAN,FELONY,UNKNOWN,E
17529,2023-01-03,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
17530,2023-01-16,THEFT-FRAUD,BROOKLYN,FELONY,45-64,F
17531,2023-01-18,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,45-64,F
17532,2023-01-24,HARRASSMENT 2,MANHATTAN,VIOLATION,<18,F
17533,2023-01-05,BURGLARY,QUEENS,FELONY,UNKNOWN,D
17534,2023-01-12,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
17535,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,45-64,M
17536,2023-01-27,GRAND LARCENY,BROOKLYN,FELONY,45-64,F
17537,2023-01-11,DANGEROUS DRUGS,MANHATTAN,FELONY,UNKNOWN,E
17538,2023-01-04,FORGERY,MANHATTAN,FELONY,UNKNOWN,E
17539,2023-01-11,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,M
17540,2023-01-20,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,25-44,F
17541,2023-01-24,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,45-64,M
17542,2023-01-09,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,M
17543,2023-01-26,DANGEROUS DRUGS,BROOKLYN,FELONY,UNKNOWN,E
17544,2023-01-15,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,FELONY,65+,F
17545,2023-01-27,FELONY ASSAULT,MANHATTAN,FELONY,25-44,M
17546,2023-01-18,DANGEROUS DRUGS,MANHATTAN,FELONY,UNKNOWN,E
17547,2023-01-16,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
17548,2023-01-16,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,25-44,M
17549,2023-01-28,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
17550,2023-01-30,FELONY ASSAULT,BROOKLYN,FELONY,45-64,M
17551,2023-01-09,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
17552,2023-01-04,FELONY ASSAULT,MANHATTAN,FELONY,18-24,M
17553,2023-01-27,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
17554,2023-01-14,FELONY ASSAULT,MANHATTAN,FELONY,25-44,F
17555,2023-01-21,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17556,2023-01-25,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17557,2023-01-03,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,FELONY,25-44,M
17558,2023-01-28,FELONY ASSAULT,MANHATTAN,FELONY,25-44,F
17559,2023-01-12,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
17560,2023-01-11,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,M
17561,2023-01-27,GRAND LARCENY,BROOKLYN,FELONY,25-44,M
17562,2023-01-24,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,25-44,M
17563,2023-01-23,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,F
17564,2023-01-01,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
17565,2023-01-24,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
